_id,FISCAL_YEAR,CAR_CHC_ID,REFERENCE_NUMBER,SELECTION_PROCESS_NUMBER,CREATION_DATE,OPEN_DATE,CLOSE_DATE,DAYS_TO_OPEN,NUMBER_DAYS_OPEN,INTERNAL_INDICATOR,EXTERNAL_INDICATOR,POSITION_TITLE_E,POSITION_TITLE_F,CLASSIFICATIONS,CLASSIFICATION_COUNT,PSC_ADMIN,NATIONAL,EE_ORGANIZ_GENDER,EE_ORGANIZ_VISMIN,SCRNG_TOOL_OFFICIAL_LANGUAGE,SCRNG_TOOL_SCREENING_QUESTIONS,SCRNG_TOOL_TEXT_QUESTIONS,SCRNG_TOOL_EXP_QUESTIONNAIRE,SCRNG_TOOL_UIT,SCRNG_TOOL_EDUCATION,INDETERMINATE,SPECIFIED_TERM,ACTING,ASSIGNMENT,DEPLOYMENT,SECONDMENT,VARIOUS_WORK_LOCATION,PROV_CNT,CAF_SUBMITTED,CAF_IN,CAF_OUT,NOC,NAPA,NAA,administrator_region_e,administrator_region_f,advertisement_type_e,advertisement_type_f,city_count,city_name_e,city_name_f,organization_e,organization_f,organization_code,advertisement_url_e,advertisement_url_f,recruitment_program_e,recruitment_program_f,province_name_e,province_name_f,psea_e,psea_f,source_system_e,source_system_f,status_e,status_f,ee_criterion_gender,ee_criterion_indigenous,ee_criterion_vismin,ee_criterion_pwd,ee_organiz_pwd,ee_organiz_indigenous,TOTAL_SUBMITTED_SUP,TOTAL_IN_SUP,TOTAL_OUT_SUP,SCRNG_TOOL_OCC_CERT,women_submitted_SUP,vismin_submitted_SUP,indigenous_submitted_SUP,pwd_submitted_SUP,french_submitted_SUP,english_submitted_SUP,citizen_submitted_SUP,permanent_resident_submitted_SUP,ee_submitted_SUP
1042,2023-2024,1974497,FNA23J-021107-000075,2022-FNA-HRB-IA-175,23APR2023,27APR2023,11MAY2023,3,14,1,0,Classification Advisor,Conseiller ou Conseillère en classification,"PE04,RE04",2,0, ,0,1,1,1, , , , ,1, , ,1, , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Financial Consumer Agency of Canada,Agence de la consommation en matiere financiere du Canada,FNA,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974497&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974497&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,11,8,*, ,8,*,*,*,*,*,11,*,9
1043,2023-2024,1974544,SVC23J-023414-000048,2023-SVC-ATL-EA-581405,24APR2023,11MAY2023,01MAY2024,16,356,0,1,Procurement Officer - Inventory,Agent(e) d'approvisonnements - Répertoires,PG02,1,0,1,1,1,1,1, , , , ,1,1, , , , ,1,4,0,0,0, , , ,Atlantic,Atlantique,Inventory Advertisement,Affiche de repertoire,7,MULTIPLE,MULTIPLE,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SVC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974544&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974544&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,224,176,48, ,96,51,5,25,34,190,161,*,138
1044,2023-2024,1974642,SIF23J-023546-000248,22-23-SIF-EA-9325,24APR2023,25APR2023,16MAY2023,0,21,0,1,"Data Architect, Security Architect, and Infrastructure Architect","Architecte des données, architecte de sécurité et architecte dinfrastructure","IT05,RE06",2,0,1,0,0,1,1, , , , ,1, , , , , ,1,3,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,3,MULTIPLE,MULTIPLE,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financieres Canada,SIF,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974642&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974642&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,125,97,28, ,16,63,*,*,12,113,71,*,70
1045,2023-2024,1974651,RCM23J-018033-000198,23-RCM-EA-N-S-NCR-SPS/FSIS-115026,24APR2023,18MAY2023,08JUL2023,23,51,0,1,General Duty Technologist,Technologue généraliste judiciaire,EG02,1,0,1,0,0,1,1, , , , ,1, , , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Edmonton,Edmonton,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974651&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974651&toggleLanguage=fr,JOP,POP,Alberta,Alberta,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,102,91,11, ,62,39,*,6,*,*,85,*,79
1046,2023-2024,1974695,DIS23J-082499-000011,23-DIS-NCR-EA-581107,24APR2023,25APR2023,02MAY2023,0,7,0,1,Clinical Nurse Education Consultant (Clinical and Client Care Travel Nurse Team),Consultant en formation clinique en soins infirmiers Équipe mobile des soins cliniques et aux client,NUCHN05,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,0,0,0, , , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,0,NA,S. O.,Indigenous Services Canada,Services aux Autochtones Canada,DIS,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974695&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974695&toggleLanguage=fr,JOP,POP,NA,S. O.,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,22,22,*, ,15,9,*,*,7,15,16,*,19
1047,2023-2024,1974713,RSN23J-019579-000226,2023-RSN-EA-LMS-580959,24APR2023,15JUN2023,19JUL2023,51,34,0,1,"Chief Geologist, Canada-Nunavut Geoscience Office","Géologue en chef, Bureau géoscientique Canada-Nunavut",SEREM02,1,0,1,1,1,1,1, , , , ,1, , , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Iqaluit,Iqaluit,Natural Resources Canada,Ressources naturelles Canada,RSN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974713&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974713&toggleLanguage=fr,JOP,POP,Nunavut,Nunavut,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,*,*,*, ,*,*,*,*,*,*,*,*,*
1048,2023-2024,1974724,DFO23J-021284-000572,23-DFO-NCR-IA-577861,24APR2023,15MAY2023,26MAY2023,20,11,1,0,"Senior Manager, Materiel Management Services","Gestionnaire principal, Services de gestion du matériel",PG06,1,0, ,0,0,1,1, , , , ,1, , ,1, , ,1,5,3,2,1, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,5,MULTIPLE,MULTIPLE,Fisheries and Oceans Canada,Peches et Oceans Canada,DFO,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974724&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974724&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,33,30,*, ,9,5,*,6,12,21,33,*,18
1049,2023-2024,1974725,PSC23J-070696-000030,23-PSC-DM-581570,24APR2023,01MAY2023,12MAY2023,6,11,1,0,Procurement and Contracting Specialist,Spécialiste en approvisionnement et contrats,PG04,1,0, ,0,0,1,1, , , , , , , ,1, , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Gatineau,Gatineau,Public Service Commission of Canada,Commission de la fonction publique du Canada,PSC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974725&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974725&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,12,5,7, ,9,5,*,*,7,5,12,*,11
1050,2023-2024,1974761,HRC23J-017982-001493,2023-HRC-CSB-IA-079,24APR2023,10MAY2023,31MAY2023,15,21,1,0,Human Rights Officer- EXTENSION,Agent/Agente des droits de la personne - PROLONGATION,PM04,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Canadian Human Rights Commission,Commission canadienne des droits de la personne,HRC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974761&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974761&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,199,185,14, ,132,93,6,21,57,142,190,*,174
1051,2023-2024,1974772,PEN23J-018160-000467,2023-PEN-IA-PAC-180544,24APR2023,08JUN2023,19JUN2023,44,11,1,0,Regional Offender Management System (OMS) Manager,Gestionnaire régional du Système de gestion des délinquants (SGD),AS06,1,0, ,1,1,1,1, , , , ,1,1,1,1,1, ,0,1,0,0, , , , ,British Columbia and Yukon,Colombie-Britannique et Yukon,Regular Advertisement,Affiche regulier,1,Abbotsford,Abbotsford,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974772&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974772&toggleLanguage=fr,INT,INT,British Columbia,Colombie-Britannique,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,*,*,*, ,*,*,*,*,*,*,*,*,*
1052,2023-2024,1974931,COL23J-015880-000777,23-COL-GAT-CAB-EA-011,25APR2023,04MAY2023,11MAY2023,8,7,0,1,Analyst / Investigator,Analyste / Enquêteur(e),AS04,1,0,1,0,0,1, ,1, , , ,1,1, , , , ,0,1,0,0, , , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Gatineau,Gatineau,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,COL,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974931&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1974931&toggleLanguage=fr,JOP,POP,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,111,111,*, ,46,43,*,9,76,35,81,*,82
1053,2023-2024,1975061,RSN23J-084202-000194,2023-RSN-EA-CFS-577357,25APR2023,27APR2023,01MAY2023,1,4,0,1,Research and Ops Technician,Technicien de la recherche et ops,EG03,1,0,1,0,0,1,1, , , , , ,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Petawawa,Petawawa,Natural Resources Canada,Ressources naturelles Canada,RSN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975061&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975061&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,9,5,*, ,*,*,*,*,*,*,8,*,
1054,2023-2024,1975064,SVC23J-023037-000062,2023-SVC-EA-HQ-581288,25APR2023,02MAY2023,22MAY2023,6,20,0,1,Geomatics Specialist,Spécialiste en Géomatique,EG06,1,0,1,1,1,1,1, , , , ,1,1, , , , ,1,0,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,0,NA,S. O.,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SVC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975064&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975064&toggleLanguage=fr,JOP,POP,NA,S. O.,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,77,53,24, ,22,25,*,*,32,45,51,*,40
1055,2023-2024,1975107,MOT23J-061095-000100,23-MOT-EA-HRS-02668,25APR2023,01MAY2023,28MAY2023,5,27,0,1,"Women in Aviation Targeted Recruitment  Safety Inspector, Airworthiness","Recrutement ciblé des femmes dans laviation  Inspectrice de la sécurité, navigabilité",TI06,1,0,0,0,0,1,1, , , , ,1, , , , , ,1,3,0,0,0, , , ,Atlantic,Atlantique,Regular Advertisement,Affiche regulier,3,MULTIPLE,MULTIPLE,Transport Canada,Transports Canada,MOT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975107&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975107&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,1,0,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
1056,2023-2024,1975163,INF23J-022268-000647,2023-24-INFC-AE-EA-0186-1,25APR2023,05MAY2023,19MAY2023,9,14,0,1,Stream 1 : Senior Auditor | Stream 2 : Professional Practices Officer,Volet 1 : Auditeur(trice) principal(e) | Volet 2 : Agent(e) des pratiques professionnelles,AS05,1,0,1,1,1,1,1, , , , ,1,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Infrastructure Canada,Infrastructure Canada,INF,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975163&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975163&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,22,18,*, ,8,9,*,*,14,8,12,*,13
1057,2023-2024,1975317,CSA23J-087697-000004,23-CSA-EA-85902,25APR2023,05MAY2023,22MAY2023,9,17,0,1,Analyst-developer,Analyste-développeur,IT02,1,0,1,1,1,1,1, , , , ,1, , , , , ,0,1,0,0,0, , , ,Quebec,Québec,Regular Advertisement,Affiche regulier,1,Longueuil,Longueuil,Canadian Space Agency,Agence spatiale canadienne,CSA,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975317&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975317&toggleLanguage=fr,JOP,POP,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,92,67,25, ,22,22,*,*,52,40,60,*,41
1058,2023-2024,1975329,PEN23J-023617-000245,2023-PEN-EA-PRA-179863-1,25APR2023,02MAY2023,16MAY2023,6,14,0,1,Behavioural Counsellor,Agent(e) Conseiller(ère) en comportement,WP03,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,2,0,0,0, , , ,Central Prairies and Nunavut,Prairies centrales et Nunavut,Regular Advertisement,Affiche regulier,2,MULTIPLE,MULTIPLE,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975329&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975329&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,87,54,33, ,68,23,*,6,*,*,69,*,74
1059,2023-2024,1975414,GSS23J-022837-000160,23-GSS-ON-IA-CyberIT-22993,26APR2023,07JUN2023,15JUN2023,41,8,1,0,"Head, Program Administration",Chef d'administration de programme,AS07,1,0, ,0,0,1,1, , , , ,1,1, ,1, , ,1,0,6,5,1, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,0,NA,S. O.,Shared Services Canada,Services partages Canada,GSS,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975414&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975414&toggleLanguage=fr,INT,INT,NA,S. O.,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,116,111,5, ,69,21,8,21,69,47,115,*,84
1060,2023-2024,1975435,SUC23J-023191-000022,23-SUC-IA-3585,26APR2023,02MAY2023,15MAY2023,5,13,1,0,"Program Coordinator, Law Clerk Program","Coordonnateur(trice) de programme, Programme des auxiliaires juridiques",AS03,1,0, ,0,1,1,1, , , , ,1,1,1,1,1, ,0,1,0,0,0,1, , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Registrar of the Supreme Court of Canada,Cour supreme du Canada (Registraire de la ),SUC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975435&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975435&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,0,27,25,*, ,21,8,*,*,*,*,27,*,23
1061,2023-2024,1975455,PEN23J-013988-000397,2023-PEN-IA-QUE-181108,26APR2023,01MAY2023,11MAY2023,4,10,1,0,Security Intelligence Officer,Agent ou agente du renseignement de sécurité,AS05,1,0, ,1,1,1,1, , , , ,1, ,1,1, , ,1,1,5,3,2, , , ,Quebec,Québec,Regular Advertisement,Affiche regulier,10,MULTIPLE,MULTIPLE,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975455&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975455&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,154,140,14, ,75,17,5,10,145,9,154,*,96
1062,2023-2024,1975489,RSN23J-080195-000021,2023-RSN-RAP-CFS-581739,26APR2023,08MAY2023,11JUN2023,11,34,0,1,PhD Forest resource analysis and management planning,Doctorat - Analyse des ressources et planification de la gestion des forêts, , ,0,1,0,0,1,1, , , , , , , , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Fredericton,Fredericton,Natural Resources Canada,Ressources naturelles Canada,RSN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975489&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975489&toggleLanguage=fr,RAP,RAP,New Brunswick,Nouveau-Brunswick,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,8,*,7, ,*,*,*,*,*,*,*,*,
1063,2023-2024,1975506,RSN23J-013750-000437,2023-RSN-EA-LMS-580119-1,26APR2023,26APR2023,28APR2023,0,2,0,1,Information & Project Management Coordinator,Coordinateur de l'information et de la gestion de projet,AS03,1,0,1,0,0,1,1, , , , ,1,1, , , , ,0,1,0,0,0, , , ,Ontario,Ontario,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Natural Resources Canada,Ressources naturelles Canada,RSN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975506&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975506&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,103,51,52, ,47,46,*,9,8,95,70,*,72
1064,2023-2024,1975532,RSN23J-056496-000079,2023-RSN-EA-CFS-580519,26APR2023,03MAY2023,19MAY2023,6,16,0,1,Physical Scientist,Spécialiste des sciences physiques,PC02,1,0,1,1,1,1,1, , , , , ,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Edmonton,Edmonton,Natural Resources Canada,Ressources naturelles Canada,RSN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975532&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975532&toggleLanguage=fr,JOP,POP,Alberta,Alberta,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,54,19,35, ,21,23,*,*,*,*,24,*,35
1065,2023-2024,1975566,SVC23J-015646-000723,2023-SVC-ATL-EA-581392,26APR2023,12MAY2023,09JUN2023,15,28,0,1,ANTICIPATORY: Various Administrative Positions at PSPC!,ANTICIPATOIRE: Divers postes administratifs à SPAC!,AS04,1,0,1,1,1,1,1, , , , ,1,1, , , , ,1,4,0,0,0, , , ,Atlantic,Atlantique,Regular Advertisement,Affiche regulier,7,MULTIPLE,MULTIPLE,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SVC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975566&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975566&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,222,116,106, ,130,61,6,23,33,189,158,*,171
1066,2023-2024,1975653,FIN23J-097996-000065,2023-FIN-EA-BA-33614,26APR2023,08MAY2023,21MAY2023,11,13,0,1,"Senior Director, Macroeconomic Policy Analysis","Directeur principal, Analyse des politiques macroéconomiques",EX02,1,0,1,0,0,1, , , , , ,1, , , , , ,0,1,0,0, , , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Department of Finance Canada,Ministere des Finances Canada,FIN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975653&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975653&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,11,11,*, ,*,*,*,*,*,*,7,*,6
1067,2023-2024,1975670,MOT23J-120095-000011,23-MOT-IA-HRS-04874-1,26APR2023,26APR2023,23MAY2023,0,27,1,0,Information Management Advisor,Conseiller(ère) en Gestion de linformation,AS01,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,1,1,0,0,0, , , ,Quebec,Québec,Regular Advertisement,Affiche regulier,2,MULTIPLE,MULTIPLE,Transport Canada,Transports Canada,MOT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975670&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975670&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,21,17,*, ,14,6,*,*,*,*,19,*,19
1068,2023-2024,1975724,DND23J-059495-000006,23-DND-EA-NAST-503370,26APR2023,12MAY2023,16NOV2023,15,188,0,1,"Lecturer or Assistant Professor (UT01, UT02) opportunities with National Defence !","Opportunités de chargé de cours ou de professeur adjoint (UT01, UT02) avec la Défense nationale !","UT01,UT02",2,0,1,1,1,1,1, , , , ,1,1, , , , ,0,1,0,0,0, , , ,Quebec,Québec,Inventory Advertisement,Affiche de repertoire,1,Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,National Defence,Defense nationale,DND,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975724&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975724&toggleLanguage=fr,JOP,POP,Quebec,Québec,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,89,80,9, ,26,37,*,5,53,36,56,*,58
1069,2023-2024,1975755,PEN23J-072395-000178,2023-PEN-IA-ATL-181134,26APR2023,30MAY2023,13JUN2023,33,14,1,0,"Assistant Deputy Commissioner, Correctional Operations","Sous-commissaire adjoint(e), Opérations correctionnelles",EX03,1,0, ,0,0,1, , , , , ,1, ,1,1,1, ,0,1,0,0, , , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Moncton,Moncton,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975755&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975755&toggleLanguage=fr,INT,INT,New Brunswick,Nouveau-Brunswick,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
1070,2023-2024,1975763,DFO23J-081396-000020,23-DFO-QUE-IA-581443,26APR2023,28APR2023,09MAY2023,1,11,1,0,Team Leader,Chef(fe) d'équipe,PE04,1,0, ,0,0,1, , , , , , , ,1,1,1, ,0,1,2,2, , , , ,Quebec,Québec,Regular Advertisement,Affiche regulier,1,Quebec,Quebec,Fisheries and Oceans Canada,Peches et Oceans Canada,DFO,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975763&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975763&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,35,35,*, ,22,*,*,*,*,*,35,*,24
1071,2023-2024,1975769,PEN23J-023690-000045,2023-PEN-IA-NHQ-181137,26APR2023,05MAY2023,02JUN2023,8,28,1,0,Manager(s) Performance Measurement and Management Reports,"Gestionnaire(s), Mesures de rendement et rapports de gestion",AS07,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,1,2,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,2,MULTIPLE,MULTIPLE,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975769&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1975769&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,30,29,*, ,15,8,*,*,18,12,30,*,18
